,State,County,Population,People 1/2 Mile and More,People 1 Mile and More,People 10 Miles and More,People 20 Miles and More,Civilian labour force,Employed poulation,Unemployed population,Rate of Unemployment
1859,IA,Monona,9243,6395.189854,5079.491463,1399.298735,0,4766,4555,211,4
1860,WV,Monongalia,96189,86071.12313,49453.99705,1948.739496,0,50337,47964,2373,5
1861,AL,Monroe,23068,21256.45555,18391.52214,5945.21867,195.4202116,7340,6601,739,10
1862,AR,Monroe,8149,5878.773495,3747.159352,684.3452443,25.6130802,2973,2793,180,6
1863,FL,Monroe,73090,49313.36777,34786.19456,2889.109207,9.000000048,45783,44186,1597,4
1864,GA,Monroe,26424,25595.11407,23595.59422,799.1533419,0,12670,11934,736,6
1865,IA,Monroe,7970,7102.186873,5211.010158,876.4200638,0,4040,3860,180,5
1866,IL,Monroe,32957,28976.88514,22497.64316,140.6830235,0,18090,17298,792,4
1867,IN,Monroe,137974,109968.3023,59217.63456,185.2645391,0,67370,64057,3313,5
1868,KY,Monroe,10963,9333.265375,7940.978846,444.6942275,0,4611,4414,197,4
1869,MI,Monroe,152021,127592.2342,91867.79193,0,0,76092,72628,3464,5
1870,MO,Monroe,8840,7068.442755,5540.174806,381.342652,0,4211,3992,219,5
1871,MS,Monroe,36989,32063.88324,25850.79391,627.6804465,0,15484,14343,1141,7
1872,NY,Monroe,744344,579692.9263,317997.0331,0,0,367520,348923,18597,5
1873,OH,Monroe,14642,12883.43461,11635.0742,802.093814,0,5541,4990,551,10
1874,PA,Monroe,169842,154908.8695,133360.796,0,0,80768,75552,5216,7
1875,TN,Monroe,44519,40953.43282,34767.54263,42.69398608,0,19013,17821,1192,6
1876,WI,Monroe,44673,38951.48979,29292.46762,2369.840035,0,22852,21835,1017,5
1877,WV,Monroe,13502,13153.418,11761.99966,749.7182993,0,5735,5415,320,6
1878,TX,Montague,19719,18073.34348,13662.64079,2010.628219,0,9696,9285,411,4
1879,MI,Montcalm,63342,56956.85001,48503.02496,0,0,27634,26053,1581,6
1880,CA,Monterey,415057,239441.7496,104877.5272,5539.604662,716.2176853,218811,201110,17701,8
1881,CO,Montezuma,25535,22108.91964,16739.13645,2662.184897,66.2188135,12335,11634,701,6
1882,AL,Montgomery,229363,184260.665,96396.09683,5255.668892,0,105051,98643,6408,6
1883,AR,Montgomery,9487,9248.104196,8660.101473,2234.62233,0,3227,3008,219,7
1884,GA,Montgomery,9123,8223.554252,6552.057053,1057.584384,0,3712,3390,322,9
1885,IA,Montgomery,10740,7705.766929,5104.302412,2043.416751,0,5174,4989,185,4
1886,IL,Montgomery,30104,25756.10372,19116.74714,723.323124,0,12036,11126,910,8
1887,IN,Montgomery,38124,29793.24756,22363.82217,2423.01123,0,19266,18496,770,4
1888,KS,Montgomery,35471,25880.69107,14871.21148,519.8870999,0,16577,15507,1070,7
1889,KY,Montgomery,26499,24291.8535,20996.74622,0,0,11796,11027,769,7
1890,MD,Montgomery,971777,592879.9864,195116.7306,0,0,549111,527763,21348,4
1891,MO,Montgomery,12236,11064.78307,9354.917315,1282.675614,0,5709,5425,284,5
1892,MS,Montgomery,10925,10881.80827,10137.47931,3346.133046,0,4199,3874,325,8
1893,NC,Montgomery,27798,25064.2612,21414.47598,159.5346815,0,11625,10963,662,6
1894,NY,Montgomery,50219,47651.82337,42496.50407,1044.500805,0,22397,20929,1468,7
1895,OH,Montgomery,535153,414791.6044,191405.1852,0,0,249052,236593,12459,5
1896,PA,Montgomery,799874,581289.7735,269017.4016,0,0,440895,422542,18353,4
1897,TN,Montgomery,172331,155626.5202,120476.0425,1568.793827,0,78457,73899,4558,6
1898,TX,Montgomery,455746,407863.0477,300158.0729,1460.802681,0,258004,247065,10939,4
1899,VA,Montgomery,94392,73031.46676,38368.68289,86.72039057,0,49724,47573,2151,4
1900,MI,Montmorency,9765,8889.713366,7422.751185,364.5259163,0,3060,2755,305,10
1901,PA,Montour,18267,14564.95414,12608.07932,0,0,9147,8752,395,4
1902,CO,Montrose,41276,35658.96259,28263.39577,3034.160725,180.8676324,19321,18346,975,5
1903,SD,Moody,6486,6486.000029,6486.000029,5029.154021,0,3936,3802,134,3
1904,NC,Moore,88247,82192.80934,69922.96561,69.66880574,0,38289,36069,2220,6
1905,TN,Moore,6362,6362.00003,6357.116472,2086.281339,0,3300,3151,149,5
1906,TX,Moore,21904,15644.86849,8275.953572,5591.876539,7.599505141,11102,10756,346,3
1907,NM,Mora,4881,4707.203402,4517.533104,1600.191901,486.9683877,2260,2041,219,10
1908,LA,Morehouse,27979,24393.40656,18219.15366,1992.985482,0,10839,9647,1192,11
1909,AL,Morgan,119490,100049.5372,67959.4927,92.07237175,0,54904,51678,3226,6
1910,CO,Morgan,28159,20150.33783,10966.28676,842.6284407,2.089719123,14663,14106,557,4
1911,GA,Morgan,17868,17684.65172,17126.00375,633.9562371,0,8422,7960,462,6
1912,IL,Morgan,35547,29231.00772,19747.93644,2001.517884,0,16978,16129,849,5
1913,IN,Morgan,68894,58982.40432,47047.59109,0,0,35368,33702,1666,5
1914,KY,Morgan,13923,12596.12706,11155.57471,848.061382,0,4497,4130,367,8
1915,MO,Morgan,20565,19577.98357,16523.21343,617.2986112,0,8078,7534,544,7
1916,OH,Morgan,15054,13337.31077,12494.1516,803.1945293,0,6703,6214,489,7
1917,TN,Morgan,21987,20680.47244,19579.06369,3041.869752,0,7704,7129,575,8
1918,UT,Morgan,9469,7784.661526,6151.799996,39.5901396,0.002335268,4939,4785,154,3
1919,WV,Morgan,17541,17468.66092,17331.94256,1617.857941,0,7455,7045,410,6
1920,NE,Morrill,5042,4481.534258,3473.198233,2539.343183,67.23105906,2650,2574,76,3
1921,KS,Morris,5923,5102.988128,3895.539229,1952.188875,0,3105,2972,133,4
1922,NJ,Morris,492276,390612.3197,231522.2098,0,0,262029,250565,11464,4
1923,TX,Morris,12934,10267.05658,7915.677387,1.895498532,0,5309,4843,466,9
1924,MN,Morrison,33198,29544.89291,26221.96315,7227.507498,0,17796,16838,958,5
1925,OH,Morrow,34827,31406.58629,30205.03351,50.90794413,0,16684,15844,840,5
1926,OR,Morrow,11173,8810.577596,6549.789792,483.9980013,9.66662517,5541,5224,317,6
1927,KS,Morton,3233,1573.452044,1029.013375,844.9548861,2.182395142,1436,1376,60,4
1928,ND,Morton,27471,22541.76517,16130.38795,3967.901184,1782.276049,16273,15772,501,3
1929,TX,Motley,1210,827.7541001,589.3365924,223.290367,47.18063169,492,475,17,4
1930,IL,Moultrie,14846,12310.33871,9834.429658,165.5328991,0,7362,7041,321,4
1931,ND,Mountrail,7673,4700.348645,3251.187644,985.104974,72.56678934,8147,7987,160,2
1932,MN,Mower,39163,35351.14435,24628.2494,2961.506105,0,20363,19711,652,3
1933,KY,Muhlenberg,31499,26641.27966,21295.87786,117.945034,0,11667,10833,834,7
1934,OR,Multnomah,735334,398756.5394,108423.6844,61.74235848,0,429671,408592,21079,5
1935,GA,Murray,39628,36646.49348,32048.58908,516.3041014,0,16070,14887,1183,7
1936,MN,Murray,8725,7669.121652,6555.546741,3254.343691,0,5063,4839,224,4
1937,OK,Murray,13488,11107.06531,7400.498481,161.5687653,0,6765,6479,286,4
1938,IA,Muscatine,42745,35039.43222,23055.99565,42.33366323,0,22230,21365,865,4
1939,GA,Muscogee,189885,151730.3863,75335.70995,23.01629899,0,78898,73014,5884,8
1940,MI,Muskegon,172188,151252.4462,108701.7531,0,0,77170,72677,4493,6
1941,OH,Muskingum,86074,76905.44851,55214.37759,45.09377182,0,38798,36393,2405,6
1942,OK,Muskogee,70990,55385.27144,33663.24199,2231.668393,0,29580,28057,1523,5
1943,MT,Musselshell,4538,2844.806308,2692.348654,1447.183261,420.6796745,2405,2302,103,4
1944,TX,Nacogdoches,64524,52344.18804,41687.78155,9847.434453,0,28107,26789,1318,5
1945,NE,Nance,3735,3735.000003,3735.000003,3488.228899,0,2065,2014,51,3
1946,MA,Nantucket,10172,6585.309292,3539.646278,0,0,6967,6592,375,5
1947,CA,Napa,136484,90793.87906,36108.0072,954.0982813,0,73937,70523,3414,5
1948,NC,Nash,95840,80948.17512,59012.04241,431.7021836,0,43865,40670,3195,7
1949,FL,Nassau,73314,67535.49585,56129.43533,751.3752125,0,36565,34682,1883,5
1950,NY,Nassau,1339532,628536.9198,82000.3201,0,0,701610,672024,29586,4
1951,LA,Natchitoches,39566,31794.89942,24255.60484,7252.749675,12.1601662,16600,15335,1265,8
1952,WY,Natrona,75450,62526.04468,45068.57686,2197.053572,1158.623109,42934,40821,2113,5
1953,AZ,Navajo,107449,95685.76805,76503.48338,19740.45238,6703.261139,40521,36613,3908,10
1954,TX,Navarro,47735,43007.79427,31852.40805,4843.096297,0,22868,21908,960,4
1955,KY,Nelson,43437,40251.81927,32329.31476,268.453866,0,21129,20066,1063,5
1956,ND,Nelson,3126,3125.999993,3125.999993,3125.999993,2731.926899,1519,1462,57,4
1957,VA,Nelson,15020,14540.81993,13957.54318,786.914485,0,7266,6970,296,4
1958,KS,Nemaha,10178,8445.760929,7356.568986,1537.394372,0,5939,5787,152,3
1959,NE,Nemaha,7248,6444.104173,4627.516073,204.206885,0,3689,3554,135,4
1960,KS,Neosho,16512,12922.1709,7334.800246,4061.386242,0,6269,5803,466,7
1961,MS,Neshoba,29676,26832.28085,21841.46399,1393.967563,0,10623,9972,651,6
1962,KS,Ness,3107,1867.321843,1333.050282,836.2531421,12.2075012,1538,1487,51,3
1963,AR,Nevada,8997,8120.955065,6561.503431,2087.279839,0,3633,3452,181,5
1964,CA,Nevada,98764,84884.37739,68420.13645,388.7298667,0.386914372,48140,45532,2608,5
1965,MI,Newaygo,48460,43269.93462,37307.80179,233.7335101,0,23041,21779,1262,6
1966,SC,Newberry,37508,35041.05803,26515.38278,877.6580649,0,18899,17897,1002,5
1967,RI,Newport,82888,63705.2146,39999.66686,0,0,44082,41696,2386,5
1968,AR,Newton,8330,8232.110527,7922.235977,2939.750313,97.34010094,3394,3230,164,5
1969,GA,Newton,99958,93296.40983,73566.19309,0,0,48436,45165,3271,7
1970,IN,Newton,14244,11870.10401,9722.04588,0,0,6961,6556,405,6
1971,MO,Newton,58114,53413.48099,45848.10328,640.4143933,0,28449,27149,1300,5
1972,MS,Newton,21720,19832.77136,17338.99063,997.1976719,0,8719,8185,534,6
1973,TX,Newton,14445,14135.69981,12396.5829,3814.56158,0,5363,4960,403,8
1974,NY,Niagara,216469,173347.7662,103845.0485,381.3658378,0,101710,95451,6259,6
1975,KY,Nicholas,7135,5766.604033,5021.352305,42.16582724,0,3327,3129,198,6
1976,WV,Nicholas,26233,22529.36567,18340.76023,751.6045914,0,9911,9013,898,9
1977,MN,Nicollet,32727,27695.28397,20774.2701,90.51144243,0,20308,19774,534,3
1978,WY,Niobrara,2484,1277.345027,870.4519602,544.734192,279.1087736,1330,1290,40,3
1979,IN,Noble,47536,40815.38989,31765.2877,0,0,23651,22642,1009,4
1980,OH,Noble,14645,13822.95525,12293.95907,1491.322609,0,4972,4611,361,7
1981,OK,Noble,11561,9488.748428,6908.779953,3106.267078,0,5640,5439,201,4
1982,MN,Nobles,21378,18285.56654,13118.95512,4487.743143,0,11526,11158,368,3
1983,MO,Nodaway,23370,22250.63931,18442.22484,4621.999461,0,11018,10476,542,5
1984,TX,Nolan,15216,12362.01691,7104.376241,1141.53919,384.8362093,6907,6628,279,4
1985,AK,Nome,9492,5913.451632,5691.383064,5066.067036,5048.699841,4090,3601,489,12
1986,MA,Norfolk,670850,483901.8739,264767.7553,0,0,369035,353647,15388,4
1987,VA,Norfolk,242803,152161.0085,36576.7706,0,0,110521,104347,6174,6
1988,MN,Norman,6852,4871.560858,4269.099582,1780.064382,0,3441,3281,160,5
1989,NC,Northampton,22099,20545.92179,19043.08651,226.5781647,0,7866,7273,593,8
1990,PA,Northampton,297735,231141.0189,122603.6624,0,0,156593,148341,8252,5
1991,VA,Northampton,12389,11488.10453,9870.586827,38.45664113,0,6098,5725,373,6
1992,PA,Northumberland,94528,67519.07026,46663.97129,0,0,43432,40780,2652,6
1993,VA,Northumberland,12330,12149.95026,11659.57766,907.618283,0,5464,5130,334,6
1994,KS,Norton,5671,4345.991835,2650.317904,1166.088099,0,2950,2877,73,3
1995,VA,Norton,3958,1781.556967,902.0673161,0,0,1733,1612,121,7
1996,VA,Nottoway,15853,14813.07053,13286.39133,5825.135378,0,7129,6806,323,5
1997,OK,Nowata,10536,9853.669971,8460.978566,719.0853531,0,4798,4524,274,6
1998,MS,Noxubee,11545,9372.530366,7335.886283,1831.961645,0,3954,3567,387,10
1999,NE,Nuckolls,4500,3691.389598,2627.496787,1628.735072,348.8793021,2381,2320,61,3
2000,TX,Nueces,340223,274823.6122,147144.6804,914.4570132,0,165671,157500,8171,5
2001,NV,Nye,43946,42921.323,41080.20134,3662.899553,3295.406005,16184,14777,1407,9
2002,IA,O'Brien,14398,9041.265895,6322.934304,3105.009699,0,8436,8196,240,3
2003,MI,Oakland,1202362,901352.0384,433586.4084,0,0,632577,602606,29971,5
2004,TN,Obion,31807,26716.27191,20569.75301,211.892318,0,12456,11383,1073,9
2005,NJ,Ocean,576567,483123.974,321274.4149,0,0,268497,251911,16586,6
2006,MI,Oceana,26570,23155.16852,20941.5373,980.3842008,0,12465,11469,996,8
2007,TX,Ochiltree,10223,6309.41905,2025.900581,499.2191263,6.931095683,5268,5044,224,4
2008,GA,Oconee,32808,31537.90299,28644.28189,521.2753091,0,17592,16814,778,4
2009,SC,Oconee,74273,70705.58582,61276.98201,1051.488233,0,34490,32493,1997,6
2010,WI,Oconto,37660,35702.08948,31022.40103,2678.661447,0,20357,19308,1049,5
2011,MI,Ogemaw,21699,20630.61782,17600.15032,9.42323796,0,8392,7732,660,8
2012,IL,Ogle,53497,42848.74569,34091.9275,133.0902249,0,25909,24311,1598,6
2013,GA,Oglethorpe,14899,14828.77258,14533.90824,657.3825186,0,6728,6355,373,6
2014,IN,Ohio,6128,4741.939661,3668.70881,0,0,3179,3003,176,6
2015,KY,Ohio,23842,21943.92421,18380.31578,1300.03539,0,9411,8819,592,6
2016,WV,Ohio,44443,38793.3437,23464.19689,0,0,20609,19451,1158,6
2017,FL,Okaloosa,180822,152510.5553,95369.01777,1381.05077,0,91741,87579,4162,5
2018,WA,Okanogan,41120,33997.98382,26624.36462,4211.714314,99.68118214,21239,19756,1483,7
2019,FL,Okeechobee,39996,36369.14659,31312.43121,5504.076088,1332.080385,17249,16162,1087,6
2020,OK,Okfuskee,12191,11135.04907,9301.744222,2552.430945,0,4543,4276,267,6
2021,OK,Oklahoma,718633,521294.3942,253695.1664,2401.596992,0,374832,360036,14796,4
2022,OK,Okmulgee,40069,35556.71851,27358.983,4521.289622,0,16221,15136,1085,7
2023,MS,Oktibbeha,47671,43217.01023,34460.03292,515.5300332,0,22499,21119,1380,6
2024,KY,Oldham,60316,56580.46534,48400.19651,0,0,30687,29485,1202,4
2025,TX,Oldham,2052,2052.000006,2052.000006,2052.000006,1832.492833,913,886,27,3
2026,ND,Oliver,1846,1846.000005,1845.336006,1515.788163,0,883,831,52,6
2027,MN,Olmsted,144248,118541.9406,66667.09756,4.869122421,0,83903,81462,2441,3
2028,ID,Oneida,4286,3683.206406,2727.188735,491.0323482,330.7032516,2124,2048,76,4
2029,NY,Oneida,234878,189716.7049,124210.6152,441.9894863,0,102702,97231,5471,5
2030,WI,Oneida,35998,32860.61576,27072.13309,2474.515506,0,18649,17574,1075,6
2031,NY,Onondaga,467026,339131.4322,186480.4874,4249.596349,0,223748,212733,11015,5
2032,NC,Onslow,177772,157956.9763,121639.4905,258.9530098,0,63749,59993,3756,6
2033,NY,Ontario,107931,88990.48322,67331.63926,0,0,55378,52768,2610,5
2034,MI,Ontonagon,6780,5718.315478,5042.403204,2155.412588,1.279166332,2290,2075,215,9
2035,CA,Orange,3010232,1411279.022,258592.1825,0,0,1588764,1517820,70944,5
2036,FL,Orange,1145956,807067.6237,318892.5525,53.33484104,0,686092,651611,34481,5
2037,IN,Orange,19840,16232.66946,12837.20785,69.07105398,0,8725,8205,520,6
2038,NC,Orange,133801,112327.0805,73882.05565,26.6509846,0,73372,69975,3397,5
2039,NY,Orange,372813,292172.0192,206447.7177,0,0,178984,170653,8331,5
2040,TX,Orange,81837,70782.32781,54347.86049,0,0,37152,34727,2425,7
2041,VA,Orange,33481,31770.5088,26975.97108,2083.120608,0,16053,15315,738,5
2042,VT,Orange,28936,28021.55478,26333.16391,2744.180439,0,15883,15338,545,3
2043,SC,Orangeburg,92501,83291.60745,67212.04226,710.4276767,0,36944,32931,4013,11
2044,MO,Oregon,10881,9392.727753,7988.732787,1751.218844,0,4164,3900,264,6
2045,LA,Orleans,343829,235083.806,93555.4579,11.02904352,0,182334,170454,11880,7
2046,NY,Orleans,42883,39425.37168,31573.78385,642.4650098,0,17977,16834,1143,6
2047,VT,Orleans,27231,24801.69953,21340.96263,3311.323333,0,13589,12828,761,6
2048,KS,Osage,16295,13434.89643,10776.75402,1906.272602,0,8057,7656,401,5
2049,MO,Osage,13878,13657.90882,13000.95698,2112.880925,0,7162,6893,269,4
2050,OK,Osage,47472,44236.83701,38207.23541,4306.721219,92.97532401,21221,20101,1120,5
2051,KS,Osborne,3858,2251.488693,1482.968613,891.7577861,16.46468362,2091,2018,73,4
2052,FL,Osceola,268685,214289.2716,125993.1633,2977.857434,932.917131,157274,148194,9080,6
2053,IA,Osceola,6462,3891.28797,3589.950663,1177.982369,0,3547,3445,102,3
2054,MI,Osceola,23528,21765.97445,18475.44599,3597.133363,0,10142,9482,660,7
2055,MI,Oscoda,8640,7847.322024,6787.070408,6.21220385,0,2905,2653,252,9
2056,NY,Oswego,122109,97134.56789,78559.84876,1406.573234,0,54331,50435,3896,7
2057,CO,Otero,18831,15770.52182,11592.31475,502.1839255,18.63544341,7880,7423,457,6
2058,NM,Otero,63797,58265.33278,47930.88252,5800.900698,1346.637395,24895,23357,1538,6
2059,NE,Otoe,15740,11281.91426,7141.925932,1855.09798,0,8199,7928,271,3
2060,MI,Otsego,24164,21286.43023,17648.4261,1113.398146,0,11387,10689,698,6
2061,NY,Otsego,62259,58755.20797,49644.3125,4651.978377,0,28868,27313,1555,5
2062,KS,Ottawa,6091,4705.674466,4041.030637,1735.681659,0,3230,3108,122,4
2063,MI,Ottawa,263801,230886.7664,155926.4163,0,0,152151,146621,5530,4
2064,OH,Ottawa,41428,37666.96309,32691.6085,58.48587566,0,21023,19635,1388,7
2065,OK,Ottawa,31848,27155.33655,19960.5285,1445.137076,0,14372,13634,738,5
2066,AR,Ouachita,26120,22704.58854,17124.0068,4916.689019,0,9882,9256,626,6
2067,LA,Ouachita,153720,137160.2039,101389.305,3681.306917,0,72398,67583,4815,7
2068,CO,Ouray,4436,3766.37543,3551.876604,324.0601437,0,2153,2060,93,4
2069,WI,Outagamie,176695,137104.4515,77070.09246,0.23369186,0,102033,97992,4041,4
2070,TN,Overton,22083,19528.41461,17659.02862,130.8262416,0,9075,8428,647,7
2071,IN,Owen,21575,19263.39317,17948.52712,151.7556886,0,9285,8700,585,6
2072,KY,Owen,10841,9550.802424,9145.946089,752.7091445,0,5517,5294,223,4
2073,KY,Owsley,4755,4448.603485,4041.618997,69.12813062,0,1185,1069,116,10
2074,ID,Owyhee,11526,8637.494601,6818.751674,2022.543722,403.384612,5211,4958,253,5
2075,ME,Oxford,57833,53580.12552,46579.95878,4334.348441,27.20806806,26532,25087,1445,5
2076,MO,Ozark,9723,9525.862367,9301.196184,5361.925153,0,3649,3358,291,8
2077,WI,Ozaukee,86395,76050.47947,50421.99987,47.27562083,0,48275,46495,1780,4
2078,WA,Pacific,20920,18315.24601,15829.65495,1830.086979,2.539399529,8101,7368,733,9
2079,IA,Page,15932,13709.90463,9136.705886,934.5395383,0,6576,6302,274,4
2080,VA,Page,24042,21097.84208,15472.96422,0,0,11642,10840,802,7
2081,NC,Pamlico,13144,12341.205,11028.74729,651.5664579,0,5335,5017,318,6
2082,MS,Panola,34707,32733.05681,29311.6764,4494.245042,0,13440,12271,1169,9
2083,TX,Panola,23796,21756.0849,17772.22052,4171.531462,0,11560,10957,603,5
2084,CO,Park,16206,16192.10302,16176.52308,9483.6745,476.1287872,9365,9043,322,3
2085,MT,Park,15636,12750.5824,9213.640491,3665.228144,1335.817497,8286,7889,397,5
2086,WY,Park,28205,21651.2549,15251.54296,3198.938224,1561.445233,15801,15119,682,4
2087,IN,Parke,17339,15809.0645,14461.04637,1389.840575,0,7053,6654,399,6
2088,TX,Parker,116927,108669.5875,97936.0396,3674.360519,0,59517,57048,2469,4
2089,TX,Parmer,10269,6783.238998,3348.028977,748.7792685,0,4964,4847,117,2
2090,FL,Pasco,464697,382974.6514,228228.2508,3.306108799,0,215394,202727,12667,6
2091,NC,Pasquotank,40661,35567.18564,24177.41024,1490.61426,0,17450,16185,1265,7
2092,NJ,Passaic,501226,223312.5183,79978.91116,0,0,248816,231177,17639,7
2093,VA,Patrick,18490,17966.35112,17051.38218,906.929218,0,7638,7224,414,5
2094,GA,Paulding,142324,131361.721,101242.196,0,0,76339,72370,3969,5
2095,OH,Paulding,19614,17053.19325,14749.29281,2492.531784,0,8904,8478,426,5
2096,KS,Pawnee,6973,5138.548917,3014.452357,1044.30181,250.3129568,3307,3184,123,4
2097,NE,Pawnee,2773,2357.848363,1873.916368,503.2163058,0,1672,1629,43,3
2098,OK,Pawnee,16577,14473.11823,12262.89943,274.1669583,0,7472,7035,437,6
2099,ID,Payette,22623,20878.13971,15797.41154,1377.190323,0,11092,10535,557,5
2100,OK,Payne,77350,64968.36605,48452.61193,815.0378146,0,38386,37031,1355,4
2101,GA,Peach,27695,25958.63547,19786.65652,0,0,11288,10394,894,8
2102,TX,Pecos,15507,10611.28607,6213.613377,2459.261796,665.7578907,6860,6506,354,5
2103,ND,Pembina,7413,5896.81702,4991.957689,3411.698249,5.570627665,3611,3418,193,5
2104,MO,Pemiscot,18296,12479.07075,7781.181847,0.023010032,0,7046,6408,638,9
2105,NC,Pender,52217,49519.15128,46229.79937,3569.424716,0,26017,24431,1586,6
2106,KY,Pendleton,14877,13254.72741,11807.59147,112.9304822,0,6608,6253,355,5
2107,WV,Pendleton,7695,6735.817537,6368.789817,2364.217597,0,3565,3399,166,5
2108,MN,Pennington,13930,9789.942864,5927.747348,1227.73237,335.7033928,9078,8614,464,5
2109,SD,Pennington,100948,82124.46706,56102.41772,3790.284905,1566.491158,54261,52547,1714,3
2110,ME,Penobscot,153923,129303.3459,97369.52237,7475.251337,98.81831159,76866,73225,3641,5
2111,IL,Peoria,186494,142487.3408,89512.15883,406.2025187,0,89973,83805,6168,7
2112,WI,Pepin,7469,6438.688825,5533.49942,0,0,4110,3938,172,4
2113,NE,Perkins,2970,2969.999999,2969.999999,2947.898086,743.2951143,1835,1801,34,2
2114,SD,Perkins,2982,2184.99747,1732.880515,1470.461128,1113.101478,1573,1523,50,3
2115,NC,Perquimans,13453,13063.04069,12222.5504,374.594303,0,5156,4788,368,7
2116,AL,Perry,10591,9050.666208,6853.357361,971.6627797,0,3485,3137,348,10
2117,AR,Perry,10445,9887.131853,9107.020356,1107.502251,0,4201,3944,257,6
2118,IL,Perry,22350,19574.87701,16853.28623,358.8746233,0,8854,8223,631,7
2119,IN,Perry,19338,15944.23133,11117.05431,4257.668851,0,9231,8796,435,5
2120,KY,Perry,28712,25090.54494,21067.2389,1399.531192,0,9009,8209,800,9
2121,MO,Perry,18971,15433.18556,11583.48502,2132.564361,0,10213,9783,430,4
2122,MS,Perry,12250,11276.17009,10068.09965,770.6878689,0,4314,3972,342,8
2123,OH,Perry,36058,32250.97929,29790.37345,130.5416515,0,15824,14791,1033,7
2124,PA,Perry,45969,42967.75004,38610.29435,3092.384147,0,24107,23030,1077,5
